frame,frame_ms,loaded_chunks,visible_chunks,rendered_chunks,culled_chunks,budget_skipped,total_vertices,total_indices,lod_full,lod_medium,lod_far,regenerations,stream_last_ms,stream_avg_ms,stream_max_ms,queued_candidates,queued_generations,completed_async,immediate_loaded,unloaded,pending_generations
256,6.370,22,8,7,14,0,2712,4068,4,3,0,1,0.063,0.201,70.066,0,0,0,0,0,151
257,6.331,22,8,7,14,0,2712,4068,4,3,0,1,0.062,0.201,70.066,0,0,0,0,0,151
258,6.268,22,8,7,14,0,2712,4068,4,3,0,1,0.061,0.201,70.066,0,0,0,0,0,151
259,6.318,22,8,7,14,0,2712,4068,4,3,0,1,0.062,0.201,70.066,0,0,0,0,0,151
260,6.383,23,8,7,15,0,2712,4068,4,3,0,1,0.064,0.200,70.066,0,0,1,0,0,150
261,6.304,23,8,7,15,0,2712,4068,4,3,0,1,0.062,0.200,70.066,0,0,0,0,0,150
262,6.315,23,8,7,15,0,2712,4068,4,3,0,1,0.061,0.200,70.066,0,0,0,0,0,150
263,6.335,23,8,7,15,0,2712,4068,4,3,0,1,0.063,0.199,70.066,0,0,0,0,0,150
264,6.344,23,8,7,15,0,2712,4068,4,3,0,1,0.062,0.199,70.066,0,0,0,0,0,150
265,6.414,23,8,7,15,0,2712,4068,4,3,0,1,0.062,0.199,70.066,0,0,0,0,0,150
266,6.756,23,8,7,15,0,2712,4068,4,3,0,1,0.063,0.199,70.066,0,0,0,0,0,150
267,6.416,23,8,7,15,0,2712,4068,4,3,0,1,0.061,0.198,70.066,0,0,0,0,0,150
268,6.407,23,8,7,15,0,2712,4068,4,3,0,1,0.074,0.198,70.066,0,0,0,0,0,150
269,6.440,23,8,7,15,0,2712,4068,4,3,0,1,0.063,0.198,70.066,0,0,0,0,0,150
270,6.283,23,8,7,15,0,2712,4068,4,3,0,1,0.066,0.198,70.066,0,0,0,0,0,150
271,6.367,23,8,7,15,0,2712,4068,4,3,0,1,0.068,0.197,70.066,0,0,0,0,0,150
272,6.275,23,8,7,15,0,2712,4068,4,3,0,1,0.063,0.197,70.066,0,0,0,0,0,150
273,6.388,23,8,7,15,0,2712,4068,4,3,0,1,0.062,0.197,70.066,0,0,0,0,0,150
274,6.325,24,8,7,16,0,2712,4068,4,3,0,1,0.067,0.197,70.066,0,0,1,0,0,149
275,6.414,24,8,7,16,0,2712,4068,4,3,0,1,0.064,0.196,70.066,0,0,0,0,0,149
276,6.345,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.196,70.066,0,0,0,0,0,149
277,6.470,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.196,70.066,0,0,0,0,0,149
278,6.500,24,8,7,16,0,2712,4068,4,3,0,1,0.064,0.196,70.066,0,0,0,0,0,149
279,6.412,24,8,7,16,0,2712,4068,4,3,0,1,0.065,0.195,70.066,0,0,0,0,0,149
280,6.375,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.195,70.066,0,0,0,0,0,149
281,6.401,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.195,70.066,0,0,0,0,0,149
282,6.553,24,8,7,16,0,2712,4068,4,3,0,1,0.064,0.195,70.066,0,0,0,0,0,149
283,6.402,24,8,7,16,0,2712,4068,4,3,0,1,0.064,0.194,70.066,0,0,0,0,0,149
284,6.599,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.194,70.066,0,0,0,0,0,149
285,6.324,24,8,7,16,0,2712,4068,4,3,0,1,0.062,0.194,70.066,0,0,0,0,0,149
286,6.631,24,8,7,16,0,2712,4068,4,3,0,1,0.063,0.194,70.066,0,0,0,0,0,149
287,6.416,24,8,7,16,0,2712,4068,4,3,0,1,0.072,0.193,70.066,0,0,0,0,0,149
288,6.559,24,8,7,16,0,2712,4068,4,3,0,1,0.068,0.193,70.066,0,0,0,0,0,149
289,6.452,25,8,7,17,0,2712,4068,4,3,0,1,0.067,0.193,70.066,0,0,1,0,0,148
290,6.440,25,8,7,17,0,2712,4068,4,3,0,1,0.067,0.193,70.066,0,0,0,0,0,148
291,6.501,25,8,7,17,0,2712,4068,4,3,0,1,0.065,0.192,70.066,0,0,0,0,0,148
292,6.578,25,8,7,17,0,2712,4068,4,3,0,1,0.065,0.192,70.066,0,0,0,0,0,148
293,6.911,25,8,7,17,0,2712,4068,4,3,0,1,0.068,0.192,70.066,0,0,0,0,0,148
294,6.540,25,8,7,17,0,2712,4068,4,3,0,1,0.070,0.192,70.066,0,0,0,0,0,148
295,6.519,25,8,7,17,0,2712,4068,4,3,0,1,0.068,0.191,70.066,0,0,0,0,0,148
296,6.596,25,8,7,17,0,2712,4068,4,3,0,1,0.066,0.191,70.066,0,0,0,0,0,148
297,6.975,25,8,7,17,0,2712,4068,4,3,0,1,0.071,0.191,70.066,0,0,0,0,0,148
298,6.705,25,8,7,17,0,2712,4068,4,3,0,1,0.068,0.191,70.066,0,0,0,0,0,148
299,6.667,25,8,7,17,0,2712,4068,4,3,0,1,0.072,0.191,70.066,0,0,0,0,0,148
# completed 300 frames
